pledge_id,donor_id,fund_id,pledge_date,pledged_amount,paid_amount,status
PLG-00741,DNR-00706,FND-008,2023-09-24,331.69,254.83,Active
PLG-00742,DNR-00084,FND-007,2024-02-18,567.18,527.82,Active
PLG-00743,DNR-00857,FND-005,2024-12-25,3962.22,2283.07,Active
PLG-00744,DNR-01155,FND-005,2026-02-17,563.73,535.33,Active
PLG-00745,DNR-00328,FND-002,2024-11-22,176.35,148.02,Active
PLG-00746,DNR-00303,FND-008,2023-07-30,402.95,379.47,Active
PLG-00747,DNR-00897,FND-007,2024-01-28,1418.08,1239.67,Active
PLG-00748,DNR-00307,FND-004,2023-08-24,1326.02,1226.44,Active
PLG-00749,DNR-00859,FND-006,2024-11-20,544.45,267.73,Active
PLG-00750,DNR-00760,FND-006,2025-04-24,1317.4,970.87,Active
PLG-00751,DNR-00682,FND-001,2024-03-15,68.5,58.16,Active
PLG-00752,DNR-00682,FND-007,2023-07-14,737.92,719.93,Active
PLG-00753,DNR-01104,FND-005,2024-09-16,1572.91,943.4,Active
PLG-00754,DNR-00840,FND-004,2023-11-04,289.21,111.54,Active
PLG-00755,DNR-00073,FND-001,2026-05-30,288.2,118.24,Active
PLG-00756,DNR-00501,FND-007,2025-08-11,102.88,35.22,Active
PLG-00757,DNR-00292,FND-007,2023-08-05,3261.35,2533.08,Active
PLG-00758,DNR-00307,FND-001,2025-12-26,323.71,112.33,Active
PLG-00759,DNR-00048,FND-007,2024-01-30,846.44,422.9,Active
PLG-00760,DNR-00885,FND-008,2023-08-18,1216.72,689.06,Active
PLG-00761,DNR-00698,FND-002,2024-06-18,3017.15,2818.47,Active
PLG-00762,DNR-00428,FND-005,2025-03-25,570.27,131.7,Active
PLG-00763,DNR-00975,FND-003,2024-02-20,387.83,267.32,Active
PLG-00764,DNR-01129,FND-004,2024-10-29,790.82,400.09,Active
PLG-00765,DNR-DUP004,FND-002,2024-05-18,2402.06,1931.08,Active
PLG-00766,DNR-00301,FND-002,2023-07-06,561.06,371.64,Active
PLG-00767,DNR-00984,FND-002,2024-05-22,255.99,225.29,Active
PLG-00768,DNR-00114,FND-003,2024-04-23,142.49,48.26,Active
PLG-00769,DNR-00911,FND-005,2024-07-07,196.12,119.38,Active
PLG-00770,DNR-00586,FND-006,2026-04-01,1578.75,889.19,Active
PLG-00771,DNR-00912,FND-003,2024-04-23,482.69,380.49,Active
PLG-00772,DNR-00326,FND-001,2023-12-10,362.3,90.47,Active
PLG-00773,DNR-01182,FND-001,2025-02-16,325.07,320.09,Active
PLG-00774,DNR-00749,FND-006,2024-04-07,724.18,294.7,Active
PLG-00775,DNR-00837,FND-001,2025-10-31,523.5,414.88,Active
PLG-00776,DNR-00874,FND-005,2025-12-18,506.17,432.66,Active
PLG-00777,DNR-00702,FND-003,2025-07-10,2564.0,832.03,Active
PLG-00778,DNR-00954,FND-005,2026-02-16,3096.46,1761.35,Active
PLG-00779,DNR-00535,FND-001,2025-12-21,132.95,79.22,Active
PLG-00780,DNR-00559,FND-007,2025-04-12,922.97,187.25,Active
PLG-00781,DNR-00109,FND-007,2023-12-24,305.86,178.27,Active
PLG-00782,DNR-01025,FND-008,2024-05-09,518.92,162.85,Active
PLG-00783,DNR-01070,FND-001,2024-04-05,906.22,576.9,Active
PLG-00784,DNR-00822,FND-002,2025-08-12,537.69,328.06,Active
PLG-00785,DNR-00003,FND-006,2024-08-05,837.53,339.81,Active
PLG-00786,DNR-01057,FND-007,2023-09-07,1303.71,1163.63,Active
PLG-00787,DNR-00815,FND-001,2024-08-16,892.99,417.7,Active
PLG-00788,DNR-00823,FND-007,2025-03-17,348.33,90.36,Active
PLG-00789,DNR-01183,FND-006,2023-11-09,354.53,354.38,Active
PLG-00790,DNR-00391,FND-002,2024-06-21,157.64,49.73,Active
PLG-00791,DNR-00274,FND-006,2024-10-30,283.18,229.03,Active
PLG-00792,DNR-00554,FND-002,2025-09-24,4731.84,4667.42,Active
PLG-00793,DNR-00176,FND-005,2023-08-10,301.27,251.09,Active
PLG-00794,DNR-00243,FND-008,2023-07-03,201.67,231.92,Paid in Full
PLG-00795,DNR-00820,FND-008,2024-01-27,915.92,690.34,Active
PLG-00796,DNR-00958,FND-002,2023-10-21,595.64,294.02,Active
PLG-00797,DNR-00584,FND-004,2024-10-03,546.98,315.63,Active
PLG-00798,DNR-00764,FND-008,2025-08-15,2721.79,1469.0,Active
PLG-00799,DNR-00602,FND-007,2023-12-18,1151.85,647.81,Active
PLG-00800,DNR-00138,FND-002,2023-09-10,391.51,288.05,Active
