gift_id,donor_id,fund_id,campaign_id,gift_date,gift_amount,gift_type
GFT-003016,DNR-01048,FND-008,CAM-004,2026-02-17,382.45,Cash
GFT-003017,DNR-00962,FND-006,,2024-04-07,123.79,Cash
GFT-003018,DNR-00702,FND-002,CAM-002,2026-03-29,95.17,Cash
GFT-003019,DNR-00556,FND-005,CAM-006,2024-12-31,520.45,Cash
GFT-003020,DNR-00642,FND-006,CAM-001,2024-10-09,626.69,Matching Gift
GFT-003021,DNR-00714,FND-005,CAM-001,2024-07-26,21.28,Pledge Payment
GFT-003022,DNR-01061,FND-007,CAM-002,2025-05-17,531.82,Cash
GFT-003023,DNR-00869,FND-004,,2024-12-22,168.13,Stock
GFT-003024,DNR-00390,FND-006,CAM-006,2025-02-24,187.1,Cash
GFT-003025,DNR-00419,FND-008,CAM-006,2025-04-18,46.36,Pledge Payment
GFT-003026,DNR-00241,FND-005,CAM-001,2024-06-20,353.76,Pledge Payment
GFT-003027,DNR-00691,FND-003,CAM-005,2024-08-25,2338.28,Cash
GFT-003028,DNR-00504,FND-007,CAM-005,2025-08-06,101.31,Stock
GFT-003029,DNR-01164,FND-008,CAM-006,2025-01-05,703.98,Stock
GFT-003030,DNR-00300,FND-005,,2025-05-30,179.75,Cash
GFT-003031,DNR-00255,FND-007,CAM-006,2024-11-29,105.56,Stock
GFT-003032,DNR-00007,FND-002,CAM-001,2025-09-13,38.32,Cash
GFT-003033,DNR-01014,FND-008,CAM-006,2024-12-03,838.19,Cash
GFT-003034,DNR-01047,FND-007,CAM-001,2025-01-18,204.84,Pledge Payment
GFT-003035,DNR-00105,FND-007,CAM-005,2024-12-26,111.32,Pledge Payment
GFT-003036,DNR-00976,FND-007,CAM-004,2024-02-07,131.97,Cash
GFT-003037,DNR-00245,FND-003,,2025-04-02,387.61,Cash
GFT-003038,DNR-00741,FND-001,,2024-03-08,111.13,Matching Gift
GFT-003039,DNR-00569,FND-002,CAM-006,2023-11-21,65.47,Pledge Payment
GFT-003040,DNR-00261,FND-002,CAM-004,2024-12-31,159.97,Cash
GFT-003041,DNR-00082,FND-001,,2024-08-23,154.78,Matching Gift
GFT-003042,DNR-00692,FND-005,CAM-002,2024-02-14,151.17,Pledge Payment
GFT-003043,DNR-00493,FND-004,CAM-001,2025-11-27,112.67,Cash
GFT-003044,DNR-01132,FND-006,CAM-001,2024-12-28,735.09,Cash
GFT-003045,DNR-00048,FND-006,CAM-001,2024-05-06,3858.22,Pledge Payment
GFT-003046,DNR-00785,FND-004,CAM-006,2024-06-16,57.87,Cash
GFT-003047,DNR-00329,FND-002,CAM-002,2023-08-05,18.45,Cash
GFT-003048,DNR-00256,FND-002,CAM-001,2026-03-22,139.94,Pledge Payment
GFT-003049,DNR-00453,FND-004,CAM-005,2025-10-10,20.49,Pledge Payment
GFT-003050,DNR-00356,FND-004,CAM-002,2024-06-04,34.84,Pledge Payment
GFT-003051,DNR-00007,FND-004,CAM-002,2024-02-05,103.15,Pledge Payment
GFT-003052,DNR-01188,FND-007,CAM-005,2025-12-08,384.34,Pledge Payment
GFT-003053,DNR-00476,FND-002,,2024-09-10,138.25,Cash
GFT-003054,DNR-00910,FND-008,,2025-10-14,14.42,Cash
GFT-003055,DNR-00779,FND-001,CAM-006,2025-08-26,136.34,Pledge Payment
GFT-003056,DNR-00421,FND-008,CAM-004,2025-01-07,147.43,Pledge Payment
GFT-003057,DNR-00702,FND-006,,2026-06-08,150.08,Pledge Payment
GFT-003058,DNR-01040,FND-007,CAM-005,2026-04-18,606.88,Matching Gift
GFT-003059,DNR-00764,FND-003,,2024-08-24,491.37,Cash
GFT-003060,DNR-00345,FND-007,CAM-001,2025-08-12,196.27,Cash
GFT-003061,DNR-00644,FND-006,CAM-004,2024-09-19,1743.4,Stock
GFT-003062,DNR-00510,FND-005,CAM-001,2025-01-12,37.25,Matching Gift
GFT-003063,DNR-00962,FND-001,CAM-001,2025-08-16,102.85,Stock
GFT-003064,DNR-00927,FND-001,CAM-004,2023-11-10,157.72,Pledge Payment
GFT-003065,DNR-00737,FND-007,,2025-06-06,176.47,Pledge Payment
GFT-003066,DNR-00894,FND-008,CAM-004,2026-04-01,37.92,Pledge Payment
GFT-003067,DNR-00896,FND-005,CAM-003,2023-12-31,21.41,Matching Gift
GFT-003068,DNR-00552,FND-006,CAM-002,2024-10-11,180.52,Pledge Payment
GFT-003069,DNR-00324,FND-003,CAM-001,2026-03-07,31.53,Pledge Payment
GFT-003070,DNR-01088,FND-004,,2026-05-25,87.26,Cash
GFT-003071,DNR-00747,FND-001,CAM-001,2025-08-20,206.13,Cash
GFT-003072,DNR-00326,FND-002,CAM-006,2024-01-01,44.07,Pledge Payment
GFT-003073,DNR-00513,FND-002,CAM-006,2023-10-11,260.64,Cash
GFT-003074,DNR-00928,FND-999,CAM-002,2024-12-04,74.04,Cash
GFT-003075,DNR-00893,FND-005,,2024-04-16,121.24,Pledge Payment
GFT-003076,DNR-00839,FND-005,,2024-10-12,315.67,Pledge Payment
GFT-003077,DNR-00137,FND-004,,2026-06-01,165.59,Pledge Payment
GFT-003078,DNR-01173,FND-003,CAM-002,2023-10-15,253.94,Cash
GFT-003079,DNR-00867,FND-003,CAM-001,2026-02-18,293.96,Cash
GFT-003080,DNR-00401,FND-002,,2023-08-05,162.69,Cash
GFT-003081,DNR-00552,FND-003,CAM-006,2024-01-24,270.7,Pledge Payment
GFT-003082,DNR-00948,FND-006,,2024-03-11,85.78,Cash
GFT-003083,DNR-01093,FND-003,CAM-001,2024-05-08,311.25,Cash
GFT-003084,DNR-00667,FND-003,CAM-002,2023-07-18,140.89,Cash
GFT-003085,DNR-00043,FND-001,CAM-004,2026-05-17,759.64,Cash
GFT-003086,DNR-00343,FND-001,CAM-005,2024-04-02,210.91,Matching Gift
GFT-003087,DNR-00271,FND-004,CAM-003,2024-05-15,98.92,Pledge Payment
GFT-003088,DNR-00948,FND-004,CAM-005,2025-01-22,317.56,Cash
GFT-003089,DNR-00226,FND-004,,2024-06-23,802.78,Matching Gift
GFT-003090,DNR-00138,FND-007,,2023-09-25,108.5,Cash
GFT-003091,DNR-00589,FND-008,CAM-006,2023-07-02,90.78,Cash
GFT-003092,DNR-00809,FND-007,CAM-006,2026-03-30,10.18,Cash
GFT-003093,DNR-01065,FND-006,CAM-004,2026-02-10,210.34,Cash
GFT-003094,DNR-01073,FND-007,,2024-11-26,126.61,Cash
GFT-003095,DNR-01024,FND-003,,2026-04-26,316.04,Cash
GFT-003096,DNR-00151,FND-006,CAM-002,2024-08-27,323.96,Cash
GFT-003097,DNR-00845,FND-007,CAM-004,2024-02-22,39.58,Cash
GFT-003098,DNR-00766,FND-001,CAM-003,2025-03-05,488.77,Pledge Payment
GFT-003099,DNR-00407,FND-001,CAM-001,2026-03-24,78.05,Cash
GFT-003100,DNR-00302,FND-008,,2025-12-08,109.14,Matching Gift
GFT-003101,DNR-00812,FND-004,,2025-03-10,15.21,Stock
GFT-003102,DNR-00466,FND-008,CAM-002,2023-08-03,262.32,Cash
GFT-003103,DNR-00818,FND-008,CAM-005,2026-03-23,54.15,Cash
GFT-003104,DNR-00420,FND-008,,2025-07-30,91.74,Cash
GFT-003105,DNR-00106,FND-004,,2025-10-29,49.39,Pledge Payment
GFT-003106,DNR-00606,FND-006,,2024-01-24,542.17,Cash
GFT-003107,DNR-00953,FND-007,CAM-004,2025-06-17,119.24,Matching Gift
GFT-003108,DNR-00603,FND-006,CAM-006,2023-12-07,44.86,Cash
GFT-003109,DNR-00083,FND-008,,2026-03-04,48.01,Cash
GFT-003110,DNR-00679,FND-004,CAM-002,2025-06-21,441.43,Cash
GFT-003111,DNR-00340,FND-001,,2026-05-03,71.19,Cash
GFT-003112,DNR-01151,FND-005,,2024-04-24,106.56,Pledge Payment
GFT-003113,DNR-01044,FND-004,CAM-006,2023-08-20,188.92,Cash
GFT-003114,DNR-00050,FND-008,CAM-004,2025-07-30,128.23,Cash
GFT-003115,DNR-00943,FND-006,CAM-003,2025-05-15,24.22,Cash
GFT-003116,DNR-00754,FND-001,CAM-006,2025-02-03,356.94,Pledge Payment
GFT-003117,DNR-00898,FND-008,CAM-004,2024-03-09,138.6,Cash
GFT-003118,DNR-00075,FND-002,,2026-05-18,250.68,Stock
GFT-003119,DNR-00677,FND-008,CAM-002,2025-08-12,388.6,Cash
GFT-003120,DNR-00292,FND-004,,2024-04-20,19.48,Cash
GFT-003121,DNR-00565,FND-007,CAM-001,2025-08-25,392.86,Cash
GFT-003122,DNR-00091,FND-005,,2023-09-24,2830.68,Cash
GFT-003123,DNR-00399,FND-007,CAM-001,2024-03-29,282.17,Cash
GFT-003124,DNR-00311,FND-007,CAM-006,2025-11-02,775.18,Cash
GFT-003125,DNR-00432,FND-001,,2024-12-04,519.98,Pledge Payment
GFT-003126,DNR-00077,FND-005,CAM-005,2024-05-30,376.12,Cash
GFT-003127,DNR-00449,FND-008,,2023-11-13,542.94,Cash
GFT-003128,DNR-00234,FND-002,CAM-005,2026-04-06,665.19,Cash
GFT-003129,DNR-00763,FND-008,CAM-002,2025-06-01,699.25,Cash
GFT-003130,DNR-00669,FND-003,CAM-006,2025-05-08,47.89,Pledge Payment
GFT-003131,DNR-00503,FND-004,,2025-01-22,585.18,Cash
GFT-003132,DNR-00990,FND-005,CAM-003,2025-12-05,136.48,Matching Gift
GFT-003133,DNR-00616,FND-008,CAM-004,2026-05-08,731.75,Cash
GFT-003134,DNR-DUP011,FND-005,CAM-002,2023-10-14,311.24,Cash
GFT-003135,DNR-00304,FND-004,CAM-001,2024-02-04,47.2,Pledge Payment
GFT-003136,DNR-00951,FND-003,,2024-11-21,868.78,Pledge Payment
GFT-003137,DNR-00744,FND-007,CAM-004,2026-05-01,78.43,Cash
GFT-003138,DNR-01161,FND-006,CAM-002,2025-11-05,129.46,Pledge Payment
GFT-003139,DNR-00497,FND-003,CAM-005,2023-12-14,1166.29,Cash
GFT-003140,DNR-00643,FND-001,CAM-004,2023-11-13,212.46,Cash
GFT-003141,DNR-00886,FND-003,CAM-004,2025-10-09,123.6,Cash
GFT-003142,DNR-00063,FND-006,CAM-003,2026-02-24,166.93,Matching Gift
GFT-003143,DNR-00631,FND-004,CAM-005,2024-02-28,120.85,Pledge Payment
GFT-003144,DNR-00812,FND-004,CAM-004,2026-04-03,440.43,Stock
GFT-003145,DNR-00482,FND-005,CAM-001,2025-11-27,124.81,Cash
GFT-003146,DNR-00689,FND-003,CAM-003,2024-06-02,173.21,Cash
GFT-003147,DNR-00170,FND-002,,2025-08-10,342.69,Pledge Payment
GFT-003148,DNR-00018,FND-003,CAM-006,2023-12-16,300.68,Pledge Payment
GFT-003149,DNR-01009,FND-002,,2025-11-24,85.26,Pledge Payment
GFT-003150,DNR-00005,FND-008,,2023-10-14,446.9,Cash
GFT-003151,DNR-00274,FND-005,CAM-003,2023-09-05,102.69,Cash
GFT-003152,DNR-01172,FND-002,,2025-07-01,58.82,Cash
GFT-003153,DNR-00635,FND-006,,2024-06-03,26.41,Cash
GFT-003154,DNR-01194,FND-002,,2023-09-18,149.12,Pledge Payment
GFT-003155,DNR-00394,FND-003,CAM-004,2023-07-01,31.9,Stock
GFT-003156,DNR-00221,FND-005,CAM-002,2026-03-31,73.72,Pledge Payment
GFT-003157,DNR-00147,FND-005,,2026-06-12,178.07,Cash
GFT-003158,DNR-00947,FND-005,,2023-11-11,647.11,Pledge Payment
GFT-003159,DNR-00197,FND-008,CAM-001,2026-05-20,133.15,Cash
GFT-003160,DNR-00066,FND-007,CAM-003,2025-02-01,38.74,Stock
GFT-003161,DNR-00969,FND-008,CAM-003,2024-05-29,160.94,Pledge Payment
GFT-003162,DNR-00628,FND-005,CAM-004,2026-05-08,616.04,Pledge Payment
GFT-003163,DNR-00482,FND-005,CAM-003,2025-11-03,129.91,Pledge Payment
GFT-003164,DNR-00493,FND-008,,2024-09-04,796.88,Cash
GFT-003165,DNR-00076,FND-002,,2024-05-13,176.97,Cash
GFT-003166,DNR-00303,FND-002,CAM-005,2024-02-27,394.63,Pledge Payment
GFT-003167,DNR-00306,FND-002,CAM-002,2024-03-15,230.49,Cash
GFT-003168,DNR-00656,FND-004,CAM-005,2025-05-12,748.26,Cash
GFT-003169,DNR-00840,FND-002,CAM-006,2025-12-08,1914.68,Stock
GFT-003170,DNR-00430,FND-008,,2025-03-11,108.12,Cash
GFT-003171,DNR-00321,FND-007,CAM-001,2025-07-15,215.86,Cash
GFT-003172,DNR-00136,FND-001,,2025-06-06,646.52,Cash
GFT-003173,DNR-00798,FND-003,CAM-005,2024-11-28,239.63,Cash
GFT-003174,DNR-00815,FND-006,CAM-005,2026-02-04,25.22,Cash
GFT-003175,DNR-00670,FND-007,CAM-003,2024-03-29,132.07,Cash
GFT-003176,DNR-00016,FND-003,CAM-002,2024-07-11,237.35,Cash
GFT-003177,DNR-00191,FND-008,CAM-003,2025-10-29,1046.91,Cash
GFT-003178,DNR-00087,FND-003,CAM-001,2024-04-29,203.14,Pledge Payment
GFT-003179,DNR-01015,FND-005,CAM-001,2026-05-16,68.85,Cash
GFT-003180,DNR-00856,FND-001,,2024-07-04,243.74,Cash
GFT-003181,DNR-00703,FND-006,CAM-003,2025-07-08,913.02,Pledge Payment
GFT-003182,DNR-00215,FND-008,CAM-006,2023-07-06,91.42,Cash
GFT-003183,DNR-00433,FND-003,CAM-003,2024-08-17,104.09,Pledge Payment
GFT-003184,DNR-00561,FND-007,CAM-006,2026-04-30,92.89,Cash
GFT-003185,DNR-00891,FND-001,CAM-005,2024-08-06,43.88,Pledge Payment
GFT-003186,DNR-01104,FND-008,,2025-02-14,193.31,Stock
GFT-003187,DNR-00682,FND-001,CAM-004,2025-02-02,169.76,Matching Gift
GFT-003188,DNR-00972,FND-007,CAM-005,2023-11-06,27.89,Cash
GFT-003189,DNR-00646,FND-004,CAM-005,2024-10-15,74.39,Pledge Payment
GFT-003190,DNR-00615,FND-001,CAM-001,2024-12-24,222.87,Cash
GFT-003191,DNR-00809,FND-005,,2024-12-02,383.72,Pledge Payment
GFT-003192,DNR-00470,FND-001,CAM-001,2026-06-21,522.57,Cash
GFT-003193,DNR-00490,FND-007,,2026-01-06,421.67,Pledge Payment
GFT-003194,DNR-00098,FND-002,CAM-002,2025-11-27,180.93,Cash
GFT-003195,DNR-00034,FND-005,,2025-10-31,37.24,Cash
GFT-003196,DNR-01189,FND-004,CAM-006,2026-04-13,141.49,Cash
GFT-003197,DNR-00238,FND-004,CAM-004,2025-02-08,13.25,Cash
GFT-003198,DNR-00363,FND-004,,2025-05-03,224.06,Matching Gift
GFT-003199,DNR-00164,FND-006,CAM-001,2025-11-26,88.24,Cash
GFT-003200,DNR-00043,FND-002,,2026-03-09,19.02,Cash
GFT-003201,DNR-00347,FND-005,CAM-002,2024-12-10,273.39,Pledge Payment
GFT-003202,DNR-00332,FND-007,CAM-001,2025-10-29,898.73,Cash
GFT-003203,DNR-00741,FND-002,CAM-002,2024-05-31,32.3,Cash
GFT-003204,DNR-01111,FND-002,,2025-03-25,299.75,Cash
GFT-003205,DNR-00249,FND-001,CAM-001,2024-05-14,117.6,Cash
GFT-003206,DNR-00554,FND-003,,2023-11-13,78.36,Matching Gift
GFT-003207,DNR-00692,FND-002,CAM-006,2026-01-10,78.54,Cash
GFT-003208,DNR-00953,FND-002,CAM-005,2026-06-29,117.57,Pledge Payment
GFT-003209,DNR-00171,FND-006,,2025-01-20,117.12,Pledge Payment
GFT-003210,DNR-00362,FND-007,CAM-001,2025-06-23,173.19,Cash
GFT-003211,DNR-00038,FND-002,,2024-11-24,70.89,Pledge Payment
GFT-003212,DNR-00299,FND-006,,2024-05-28,86.8,Cash
GFT-003213,DNR-01096,FND-004,CAM-005,2026-06-04,333.02,Pledge Payment
GFT-003214,DNR-00062,FND-006,CAM-004,2025-06-19,64.7,Stock
GFT-003215,DNR-00213,FND-007,CAM-001,2025-12-02,240.56,Pledge Payment
GFT-003216,DNR-00390,FND-008,,2024-06-08,124.1,Cash
GFT-003217,DNR-01013,FND-008,CAM-004,2024-10-07,99.52,Matching Gift
GFT-003218,DNR-00756,FND-004,,2025-04-20,1337.33,Cash
GFT-003219,DNR-00928,FND-004,,2023-09-13,44.87,Matching Gift
GFT-003220,DNR-00036,FND-006,CAM-003,2025-06-27,982.18,Cash
GFT-003221,DNR-00016,FND-006,CAM-005,2025-10-29,453.26,Matching Gift
GFT-003222,DNR-00275,FND-002,CAM-006,2023-12-22,90.62,Cash
GFT-003223,DNR-DUP014,FND-003,CAM-005,2024-02-24,469.03,Cash
GFT-003224,DNR-01134,FND-006,,2026-04-08,9.22,Cash
GFT-003225,DNR-00650,FND-004,CAM-002,2023-09-05,82.11,Cash
GFT-003226,DNR-00601,FND-001,,2025-11-18,65.6,Cash
GFT-003227,DNR-00615,FND-003,CAM-002,2023-10-21,277.09,Cash
GFT-003228,DNR-00314,FND-005,CAM-003,2025-08-16,392.65,Pledge Payment
GFT-003229,DNR-00153,FND-006,,2025-10-21,272.03,Cash
GFT-003230,DNR-00632,FND-005,CAM-004,2026-04-16,207.83,Cash
GFT-003231,DNR-00054,FND-005,CAM-003,2023-08-16,507.58,Cash
GFT-003232,DNR-00191,FND-003,CAM-006,2024-07-13,426.08,Cash
GFT-003233,DNR-00743,FND-002,,2024-01-22,88.39,Stock
GFT-003234,DNR-00684,FND-006,,2024-12-23,99.01,Cash
GFT-003235,DNR-01181,FND-004,,2024-07-09,398.1,Cash
GFT-003236,DNR-00101,FND-005,CAM-002,2024-10-17,171.36,Matching Gift
GFT-003237,DNR-01125,FND-005,CAM-006,2023-12-11,184.52,Cash
GFT-003238,DNR-00206,FND-007,,2025-03-01,212.22,Cash
GFT-003239,DNR-00861,FND-002,CAM-003,2025-03-30,26.29,Cash
GFT-003240,DNR-00107,FND-003,,2025-01-02,84.38,Matching Gift
GFT-003241,DNR-DUP004,FND-001,,2024-01-10,305.05,Cash
GFT-003242,DNR-00088,FND-008,CAM-003,2026-03-03,83.66,Pledge Payment
GFT-003243,DNR-01110,FND-002,CAM-002,2025-10-09,139.55,Cash
GFT-003244,DNR-DUP010,FND-004,,2024-05-21,302.8,Pledge Payment
GFT-003245,DNR-00345,FND-003,,2025-05-15,542.81,Cash
GFT-003246,DNR-00964,FND-004,,2023-08-04,626.46,Cash
GFT-003247,DNR-01044,FND-004,CAM-004,2024-06-11,671.96,Cash
GFT-003248,DNR-01072,FND-005,CAM-001,2023-07-11,154.23,Cash
GFT-003249,DNR-01122,FND-004,,2026-04-04,137.78,Cash
GFT-003250,DNR-00433,FND-007,CAM-001,2025-11-27,50.43,Cash
GFT-003251,DNR-00600,FND-006,,2026-06-15,905.49,Pledge Payment
GFT-003252,DNR-DUP009,FND-007,CAM-002,2025-10-06,131.7,Pledge Payment
GFT-003253,DNR-00511,FND-002,CAM-004,2025-01-02,878.08,Cash
GFT-003254,DNR-01020,FND-001,,2024-12-04,247.95,Cash
GFT-003255,DNR-DUP009,FND-004,CAM-002,2025-10-08,574.35,Pledge Payment
GFT-003256,DNR-01181,FND-003,,2024-03-19,165.81,Pledge Payment
GFT-003257,DNR-00272,FND-001,CAM-001,2024-11-21,338.7,Cash
GFT-003258,DNR-00096,FND-002,CAM-004,2024-11-23,598.85,Cash
GFT-003259,DNR-00447,FND-005,,2024-03-29,104.68,Cash
GFT-003260,DNR-00431,FND-002,,2023-07-06,676.47,Cash
GFT-003261,DNR-00220,FND-006,CAM-001,2025-10-24,57.44,Cash
GFT-003262,DNR-00296,FND-003,,2026-01-01,1289.89,Pledge Payment
GFT-003263,DNR-00666,FND-007,CAM-004,2025-07-25,213.16,Pledge Payment
GFT-003264,DNR-00564,FND-008,CAM-001,2026-05-28,85.75,Stock
GFT-003265,DNR-00424,FND-007,CAM-003,2024-04-24,442.69,Cash
GFT-003266,DNR-00498,FND-008,CAM-005,2024-07-20,261.15,Cash
GFT-003267,DNR-00896,FND-001,CAM-002,2025-01-11,27.61,Cash
GFT-003268,DNR-00888,FND-008,,2023-07-07,117.64,Cash
GFT-003269,DNR-00123,FND-008,CAM-006,2023-11-03,60.25,Stock
GFT-003270,DNR-00418,FND-007,,2025-02-12,65.73,Cash
GFT-003271,DNR-00289,FND-005,CAM-002,2025-02-08,63.43,Cash
GFT-003272,DNR-00873,FND-001,CAM-005,2024-06-27,320.55,Cash
GFT-003273,DNR-00134,FND-008,CAM-003,2026-06-19,484.76,Stock
GFT-003274,DNR-00460,FND-008,CAM-001,2025-03-12,78.03,Cash
GFT-003275,DNR-00977,FND-007,CAM-002,2025-01-15,21.42,Stock
GFT-003276,DNR-00984,FND-004,CAM-005,2024-05-24,13.15,Pledge Payment
GFT-003277,DNR-00036,FND-004,CAM-005,2024-03-30,1755.73,Stock
GFT-003278,DNR-00449,FND-003,,2025-08-26,215.7,Cash
GFT-003279,DNR-00760,FND-005,,2024-12-30,446.62,Pledge Payment
GFT-003280,DNR-01058,FND-005,CAM-004,2025-01-07,146.2,Cash
GFT-003281,DNR-00129,FND-002,CAM-001,2023-08-11,17.52,Cash
GFT-003282,DNR-00517,FND-004,CAM-006,2025-01-30,285.71,Pledge Payment
GFT-003283,DNR-00375,FND-008,CAM-006,2026-06-20,1113.91,Stock
GFT-003284,DNR-00306,FND-001,CAM-003,2023-07-07,90.73,Cash
GFT-003285,DNR-01164,FND-006,,2025-11-06,15.81,Pledge Payment
GFT-003286,DNR-00397,FND-003,,2026-03-12,50.15,Cash
GFT-003287,DNR-00871,FND-005,CAM-002,2025-03-19,473.13,Cash
GFT-003288,DNR-00824,FND-006,,2024-08-12,258.9,Matching Gift
GFT-003289,DNR-00967,FND-004,CAM-001,2025-08-17,680.02,Cash
GFT-003290,DNR-00094,FND-006,CAM-003,2025-04-26,183.03,Pledge Payment
GFT-003291,DNR-00494,FND-006,CAM-005,2026-02-20,384.87,Cash
GFT-003292,DNR-00883,FND-001,,2024-10-09,114.06,Pledge Payment
GFT-003293,DNR-01158,FND-003,CAM-001,2024-01-28,54.12,Cash
GFT-003294,DNR-00090,FND-004,CAM-005,2025-10-19,386.13,Cash
GFT-003295,DNR-01096,FND-002,,2025-10-22,482.54,Stock
GFT-003296,DNR-00278,FND-004,CAM-001,2025-12-20,92.95,Cash
GFT-003297,DNR-00760,FND-002,,2024-09-20,985.41,Stock
GFT-003298,DNR-00024,FND-007,,2024-12-07,1022.12,Cash
GFT-003299,DNR-DUP005,FND-008,CAM-001,2025-01-25,63.83,Cash
GFT-003300,DNR-00698,FND-004,,2024-01-08,66.85,Cash
GFT-003301,DNR-00513,FND-004,,2024-01-08,70.08,Pledge Payment
GFT-003302,DNR-00568,FND-003,,2026-03-01,157.72,Cash
GFT-003303,DNR-00444,FND-007,CAM-003,2026-03-29,119.92,Cash
GFT-003304,DNR-00182,FND-004,CAM-002,2024-01-21,43.15,Pledge Payment
GFT-003305,DNR-00875,FND-006,CAM-003,2023-07-01,72.16,Cash
GFT-003306,DNR-01140,FND-003,,2026-01-12,17.86,Cash
GFT-003307,DNR-01171,FND-001,CAM-002,2024-01-16,20.88,Cash
GFT-003308,DNR-00353,FND-003,CAM-001,2024-07-29,35.54,Cash
GFT-003309,DNR-00368,FND-004,CAM-001,2023-10-01,1621.72,Pledge Payment
GFT-003310,DNR-00272,FND-005,CAM-005,2024-08-08,1362.79,Cash
GFT-003311,DNR-00921,FND-004,,2023-11-03,413.32,Matching Gift
GFT-003312,DNR-00242,FND-004,CAM-003,2023-09-03,93.95,Cash
GFT-003313,DNR-00885,FND-003,,2025-03-05,34.98,Cash
GFT-003314,DNR-00971,FND-007,,2024-05-21,178.84,Cash
GFT-003315,DNR-00768,FND-001,CAM-006,2024-06-15,294.87,Cash
GFT-003316,DNR-00861,FND-002,,2024-06-23,79.38,Cash
GFT-003317,DNR-00434,FND-002,,2024-05-18,277.15,Cash
GFT-003318,DNR-00223,FND-007,CAM-001,2025-10-28,49.68,Pledge Payment
GFT-003319,DNR-00546,FND-006,CAM-005,2024-06-05,95.97,Cash
GFT-003320,DNR-01092,FND-004,CAM-005,2024-05-18,136.48,Cash
GFT-003321,DNR-00353,FND-008,CAM-002,2025-11-17,1419.67,Cash
GFT-003322,DNR-00533,FND-004,,2025-04-07,71.1,Cash
GFT-003323,DNR-00832,FND-005,CAM-004,2024-08-05,2658.04,Matching Gift
GFT-003324,DNR-00187,FND-002,,2026-02-07,293.2,Pledge Payment
GFT-003325,DNR-00471,FND-002,CAM-006,2023-10-19,2930.48,Matching Gift
GFT-003326,DNR-00809,FND-003,,2026-03-08,60.77,Stock
GFT-003327,DNR-00369,FND-004,,2026-05-26,52.85,Cash
GFT-003328,DNR-00104,FND-002,CAM-001,2024-11-04,79.02,Cash
GFT-003329,DNR-00695,FND-002,CAM-002,2023-12-19,185.78,Cash
GFT-003330,DNR-00681,FND-003,,2024-12-16,1167.83,Pledge Payment
GFT-003331,DNR-00876,FND-008,CAM-001,2023-09-29,91.84,Pledge Payment
GFT-003332,DNR-00452,FND-002,CAM-006,2024-04-12,487.05,Cash
GFT-003333,DNR-00906,FND-002,CAM-004,2024-04-28,1520.35,Stock
GFT-003334,DNR-00660,FND-008,,2023-12-12,240.43,Cash
GFT-003335,DNR-00692,FND-001,,2025-01-16,604.43,Cash
GFT-003336,DNR-00056,FND-001,,2023-07-24,74.69,Cash
GFT-003337,DNR-00661,FND-003,,2023-12-19,284.28,Cash
GFT-003338,DNR-00390,FND-008,,2023-12-17,377.39,Cash
GFT-003339,DNR-01104,FND-006,,2025-12-16,41.18,Cash
GFT-003340,DNR-00307,FND-006,CAM-003,2023-08-22,67.45,Pledge Payment
GFT-003341,DNR-00236,FND-005,CAM-002,2025-08-15,130.2,Cash
GFT-003342,DNR-00327,FND-002,CAM-006,2024-12-16,30.26,Matching Gift
GFT-003343,DNR-01181,FND-008,CAM-002,2024-04-28,81.3,Cash
GFT-003344,DNR-01070,FND-002,,2026-04-01,147.24,Pledge Payment
GFT-003345,DNR-00592,FND-001,CAM-003,2024-06-24,35.73,Cash
GFT-003346,DNR-00961,FND-001,CAM-006,2025-08-16,1320.98,Cash
GFT-003347,DNR-00958,FND-001,,2025-12-07,551.1,Cash
GFT-003348,DNR-00006,FND-005,CAM-001,2023-10-09,8795.19,Cash
GFT-003349,DNR-00708,FND-006,,2025-08-12,46.11,Cash
GFT-003350,DNR-01057,FND-005,CAM-006,2025-07-10,297.32,Cash
GFT-003351,DNR-00830,FND-007,,2024-05-03,82.09,Cash
GFT-003352,DNR-00846,FND-003,CAM-002,2024-10-25,52.55,Cash
GFT-003353,DNR-00467,FND-006,CAM-003,2026-05-13,513.62,Cash
GFT-003354,DNR-00750,FND-005,,2023-10-09,192.58,Stock
GFT-003355,DNR-00086,FND-001,CAM-005,2025-08-07,121.03,Cash
GFT-003356,DNR-00833,FND-004,CAM-001,2023-10-17,248.72,Cash
GFT-003357,DNR-01144,FND-008,CAM-003,2025-10-18,70.42,Pledge Payment
GFT-003358,DNR-01077,FND-003,,2023-08-04,68.06,Cash
GFT-003359,DNR-00125,FND-005,,2023-11-10,85.18,Cash
GFT-003360,DNR-00803,FND-005,CAM-006,2024-03-07,651.78,Stock
GFT-003361,DNR-01139,FND-001,CAM-002,2024-03-11,587.38,Pledge Payment
GFT-003362,DNR-00364,FND-008,CAM-005,2024-12-11,44.05,Cash
GFT-003363,DNR-01057,FND-004,CAM-004,2024-11-21,1243.91,Cash
GFT-003364,DNR-01083,FND-002,CAM-004,2024-07-19,175.1,Pledge Payment
GFT-003365,DNR-00497,FND-003,,2024-12-30,291.66,Cash
GFT-003366,DNR-00820,FND-005,,2024-04-15,82.36,Cash
GFT-003367,DNR-01171,FND-005,CAM-004,2026-06-03,185.53,Cash
